year,avg_fare_amount
2022,15.294552650304501
2023,18.330867004211907
2081,52.0
2018,13.747963901487239
2019,15.437007654883956
2021,20.135904247007424
2024,18.356188572017135
2030,5.75
2035,0.0
2062,2.8
2008,11.77342105263158
2009,14.692063492063491
2012,7.0
2016,12.136744514569278
2020,16.985048899586314
2025,16.762250108625935
2041,0.0
2010,15.62617816091954
2017,11.795080201715853
