year,avg_trip_distance
2022,84.45490801933379
2023,19.020119661268907
2081,16.95
2018,3.2522506925814727
2019,3.531469794220239
2021,147.57194436569046
2024,17.020852993923093
2030,0.555
2035,0.0
2062,0.0
2008,2.4716666666666667
2009,3.904063492063492
2012,1.3533333333333335
2016,2.802717260296746
2020,17.2914845176298
2025,21.530823901843537
2041,0.0
2010,3.664166666666667
2017,2.6844549134158524
